SONIKA	ಸೋನಿಕಾ
ATI VISISHT SEVA MEDAL	ಅತಿ ವಿಶಿಷ್ಟ ಸೇವಾ ಮೆಡಲ್
DURGAAPRASAAD	ದುರ್ಗಾಪ್ರಸಾದ್
JAI AMBE MAA	ಜೈ ಅಂಬೆ ಮಾ
MARASI	ಮರಾಸಿ
CRESCENT CITY	ಕ್ರೆಸೆಂಟ್ ಸಿಟಿ
EK NAAV KINARE DO	ಏಕ್ ನಾವ್ ಕಿನಾರೆ ದೋ
DASHAVTAR	ದಶಾವತಾರ್
Chalisgakar	ಚಾಲಿಸ್‌ಗಾಕರ್
PATRICK FRENCH	ಪ್ಯಾಟ್ರಿಕ್ ಫ್ರೆಂಚ್
NARSI BHAGAT	ನಾರಸೀ ಭಗತ್
HUD	ಹುದ್
DHARAMDEV	ಧರಂದೇವ್
GRETA	ಗ್ರೆಟಾ
MEDAL OF ZHUKOV	ಮೆಡಲ್ ಆಫ್ ಝುಕೋವ್
ARUPPUKOTTAI	ಅರುಪ್ಪುಕೋಟೈ
OUD	ಊಡ್
LANDMOLEN	ಲ್ಯಾಂಡ್‌ಮೋಲೆನ್
Belagaam	ಬೆಲಗಾಮ್
LASSIE	ಲಸ್ಸೀ
EDGER ALLAN POE	ಎಡ್ಗರ್ ಅಲನ್ ಪೋಯ್
VOZROJDENIE	ವೋಜ್ ರೊಜ್ ಡೆನಿ
HENDY BRYAN	ಹೆಂಡಿ ಬ್ರಯಾನ್
FORT FREDERICK	ಫೋರ್ಟ್ ಫ್ರೆಡ್ರಿಕ್
PINK MODEL SCHOOL, BIKANER	ಪಿಂಕ್ ಮಾಡೆಲ್ ಸ್ಕೂಲ್, ಬಿಕನೇರ್
VEERAVAAH	ವೀರಾವಾಹ
MANAVINDER	ಮನವಿಂದರ್
GULNAR	ಗುಲ್‌ನಾರ್
DANGA FASAD	ದಂಗಾ ಫಸಾದ್
THALNERKAR	ಥಾಲ್ನೇರ್ಕರ್
SOUMYA	ಸೌಮ್ಯ
NORWAY	ನಾರ್ವೆ
GUJ STATE PETRO	ಗುಜ್ ಸ್ಟೇಟ್ ಪೆಟ್ರೋ
TATINI	ತತಿನಿ
Deepti	ದೀಪ್ತಿ
SHINTRE	ಶಿಂತ್ರೆ
HAMARI SHAAN	ಹಮಾರಿ ಶಾನ್
BUDDHA	ಬುದ್ಧ
PHIL CARLSON	ಫಿಲ್ ಕಾರ್ಲಸನ್
SEAN ERVINE	ಸೀನ್ ಇರ್ವಿನ್
MAUDE	ಮೌದೀ
YUAN	ಯುವಾನ್
KHEL KISMAT KA	ಖೇಲ್ ಕಿಸ್ಮತ್ ಕಾ
WASNA	ವಸ್ನಾ
GAENOR	ಗಾಯನರ್
JEENE KI ARZOO	ಜೀನೆ ಕಿ ಆರಜೂ
FAYRE	ಫೇಯರ್
BEDETTI	ಬೀದೆತ್ತಿ
GYDAN	ಗೈಡನ್
THIRUVAZHUNTHOOR	ತಿರುವಳಂತೂರ್
ZAMANA	ಜಮಾನಾ
MAADREY	ಮಾದ್ರೇಯ್
NAMAK HALAL	ನಮಕ್ ಹಲಾಲ್
HAMARA HAJ	ಹಮಾರಾ ಹಜ್
GHUFRAN	ಗುಫರಾನ್
AL	ಅಲ್
HUM DIWANE	ಹಮ್ ದೀವಾನೆ
PARDA NASHEEN	ಪರ್ದಾ ನಶೀನ್
GOODRUM BAPTIST	ಗೂಡ್ರಮ್ ಬ್ಯಾಪ್ಟಿಸ್ಟ್
VOLTAS	ವೋಲ್ಟಾಸ್
MADONNA	ಮಡೋನಾ
MADONNA	ಮಡೋನ್ನಾ
VAATVE	ವಾಟವೆ
PILIBHIT	ಪಿಲಿಬಿಟ್
WAHLA	ವಾಹಲಾ
MICHAEL DI VENUTO	ಮೈಕೇಲ್ ಡಿ ವೆನುಟೊ
RAHUL SANGHVI	ರಾಹುಲ್ ಸಾಂಘ್ವಿ
VIPUL	ವಿಪುಲ
VIPUL	ವಿಪುಲ್
IDD MUBARAK	ಈದ್ ಮುಬಾರಕ್
PHIL	ಫಿಲ್
JAY LENO	ಜೇ ಲೀನೋ
ANTOINETTE	ಆಂಟಾಯ್ನೆಟ್
RANADURGAA	ರಣದುರ್ಗ
Fado	ಫಾಡೊ
CADMIUM	ಕ್ಯಾಡ್ಮಿಯಂ
Sahani	ಸಹಾನಿ
ULLA	ಉಲ್ಲಾ
FRALEY	ಫ್ರಾಲೆ
FORT TREGANTLE	ಫೋರ್ಟ್ ಟ್ರೆಗಂಟಲ್
KHARE	ಖರೆ
KHARE	ಖಾರೆ
MITHUN	ಮಿಥುನ್
NAVAKRASHN	ನವಕೃಷ್ಣ
PEETAABH	ಪೀತಾಭ್
ORDER OF NATIONAL SECURITY MERIT	ಆರ್ಡರ್ ಆಫ್ ನ್ಯಾಶನಲ್ ಸೆಕ್ಯೂರಿಟಿ ಮೆರಿಟ್
MARILEE	ಮ್ಯಾರಿಲೀ
KHATKADKALA	ಖಟಕಡಕಾಲಾ
FORT CLARENCE	ಫೋರ್ಟ್ ಕ್ಲಾರೆನ್ಸ್
RAZIA SULTAN	ರಜಿಯಾ ಸುಲ್ತಾನ್
QATAR	ಖತಾರ್
KRITTIKA	ಕೃತ್ತಿಕಾ
Iduki	ಇಡುಕ್ಕಿ
VIDRUMALATAA	ವಿದ್ರುಮಲತಾ
MADHURI	ಮಾಧುರಿ
EKADANT	ಏಕದಂತ
DHARIWAL	ಧಾರಿವಾಲ್
DHARIWAL	ಧಾರೀವಾಲ್
JASRAH	ಜಸ್ರಾ
NERINA	ನೆರಿನಾ
GODFREY	ಗಾಡ್‌ಫ್ರೇ
MAUVE	ಮೌವೀ
TENDULKAR	ತೆಂಡುಲ್ಕರ್
GOLDENE KAMERA	ಗೋಲ್ಡ್‌ನ್ ಕಮೇರಾ
NORWICH UNIVERSITY MUSEUM	ನಾರ್ವಿಚ್ ಯೂನಿವರ್ಸಿಟಿ ಮ್ಯೂಸಿಯಂ
HUMAYUN	ಹುಮಾಯೂನ್
FORT MANOEL	ಫೋರ್ಟ್ ಮ್ಯಾನೊಲ್
PEPSICO	ಪೆಪ್ಸಿಕೊ
PEPSICO	ಪೆಪ್ಸಿಕೋ
XAVIERE	ಜಾವಿಯರ್
PRIX FEMINA	ಪ್ರಿಕ್ಸ್ ಫೆಮಿನಾ
BARCHON FORT	ಬಾರ್ಚನ್ ಫೋರ್ಟ್
GLENYON	ಗ್ಲೆನ್‌ಯೋನ್
Deepta	ದೀಪ್ತಾ
ASHVIN	ಅಶ್ವಿನ್
TIRUKKOTTIYUR	ತಿರುಕ್ಕೊಟ್ಟಿಯೂರ್
Kashinath	ಕಾಶಿನಾಥ್
ROCKY	ರಾಕಿ
BALKRISHNA IND	ಬಾಲಕೃಷ್ಣ ಇಂಡಸ್ಟ್ರೀಸ್
GUNJANA	ಗುಂಜನಾ
APOORVA	ಅಪೂರ್ವ
ORANGE	ಆರೆಂಜ್
MACQUARIE UNIVERSITY	ಮೆಕ್ವಾರೀ ಯುನಿವರ್ಸಿಟಿ
GRAVITY	ಗ್ರಾವಿಟಿ
OFFENPEST	ಆಫೆನ್‌ಪೆಸ್ಟ್
Enrico	ಎನ್ರಿಕೋ
JANAM JANAM	ಜನಮ್ ಜನಮ್
SRI RAMKRISHNA VIDYASHALA	ಶ್ರೀ ರಾಮಕೃಷ್ಣಾ ವಿದ್ಯಾಶಾಲಾ
ELDORADO	ಎಲ್ಡೋರಾರ್ಡೊ
DEVAR BHABI	ದೇವರ್ ಭಾಭೀ
DERICA	ಡೆರಿಕಾ
SONGADRA	ಸೋನ್ಗಾದ್ರ
MURUGAPPA	ಮುರುಗಪ್ಪಾ
Nusrat	ನುಸ್ರತ್
NAVIOS MARITIME HOLDINGS	ನೇವಿಯಸ್ ಮೆರಿಟೈಮ್ ಹೋಲ್ಡಿಂಗ್ಸ್
UTSAAH	ಉತ್ಸಾ
MANGU DADA	ಮಂಗು ದಾದಾ
Wendell	ವೆಂಡೆಲ್
ZOE	ಝೋಯ್
VIBHOOSHIT	ವಿಭೂಷಿತ್
ILLINOIS	ಇಲಿನಾಯ್ಸ್
NASIKAKAR	ನಾಶಿಕಾಕರ್
ERNA	ಎರ್ನಾ
JAMIE HOW	ಜೇಮೀ ಹೌ
FRASIER	ಫ್ರೇಜಿಯರ್
PAHARPUR COOLING TOWERS	ಪಹಾರ್‌ಪುರ್ ಕೂಲಿಂಗ್ ಟವರ್ಸ್
MAHAAMUNI	ಮಹಾಮುನಿ
CHANDRAMUKHI	ಚಂದ್ರಮುಖಿ
GHAISAS	ಘೈಸಾಸ್
FORT SAINTE ANNE	ಫೋರ್ಟ್ ಸೆಂಟ್ ಆನಿ
JODHPUR	ಜೋಧ್ಪುರ
JODHPUR	ಜೋಧ್‌ಪುರ್
GAUTAMA SIDDHARTHA	ಗೌತಮ ಸಿದ್ಧಾರ್ಥ
VAKIL BABU	ವಕೀಲ್ ಬಾಬೂ
AZAMAT	ಅಜಮತ್
ACCALIA	ಎಕಾಲಿಯಾ
KAWALA	ಕವಾಲ
FORT GILKICKER	ಫೋರ್ಟ್ ಗಿಲ್‌ಕಿಕರ್
CHANDI MANDIR	ಚಂದೀ ಮಂದಿರ್
WAJAHAT	ವಜಾಹತ್
TIRUCHENGODE	ತಿರುಚೆಂಗೋಡ್
PATRALEKHA	ಪತ್ರಲೇಖ
PAARVATEE	ಪಾರ್ವತೀ
VADVEKAR	ವಡ್ವೇಕರ್
SANYAKTA	ಸಂನ್ಯಕ್ತಾ
IVOR NOVELLO AWARD	ಇವೋರ್ ನಾವೆಲೋ ಅವಾರ್ಡ್
SUMMAYYAH	ಸುಮಯ್ಯಾ
CRUYBEKE	ಕ್ರ್ಯುಬೆಕೆ
NEW HOPE COMMUNITY	ನ್ಯೂ ಹೋಪ್ ಕಮ್ಯುನಿಟಿ
WADE	ವೆಟಿ
BOBAS	ಬೊಬಸ್
HAASHIM	ಹಾಶಿಮ್
GOHANA	ಗೋಹನಾ
WILLIE WATSON	ವಿಲ್ಲೀ ವಾಟ್ಸನ್
LABOPHARM	ಲಾಬೋಫಾರ್ಮ್
SPANISH WAR BETWEEN ENGLAND AND FRANCE	ಸ್ಪ್ಯಾನಿಶ್ ವಾರ್ ಬಿಟ್ವೀನ್ ಇಂಗ್ಲೆಂಡ್ ಅಂಡ್ ಫ್ರಾನ್ಸ್
KARSTON	ಕಾರ್ಸ್ಟನ್
SAMASYA	ಸಮಸ್ಯಾ
AMBOSELI	ಅಂಬೋಸೆಲಿ
MAWLANA FAIZANI	ಮಾವ್ಲಾನಾ ಫೈಜಾನಿ
LEOPOLD	ಲಿಯೋಪೋಲ್ಡ್
HIMALAYA	ಹಿಮಾಲಯ
CONTENT	ಕಂಟೆಂಟ್
MOUNT REVELSTOKE	ಮೌಂಟ್ ರೆವಲ್‌ಸ್ಟೋಕ್
OWAIS	ಒವೈಸ್
SHEETALAA	ಶೀತಲಾ
BAALGOPAL	ಬಾಲ್‌ಗೋಪಾಲ್
HOSSEIN	ಹೊಸೇನ್
ANOKHA PYAR	ಅನೋಖಾ ಪ್ಯಾರ್
SWAPNASUNDARI	ಸ್ವಪ್ನಸುಂದರಿ
RUKMANI SWAYAMVAR	ರುಕ್ಮಣಿ ಸ್ವಯಂವರ್
PETER COMAN	ಪೀಟರ್ ಕೋಮನ್
MANGALAA	ಮಂಗಳಾ
SHELL	ಶೆಲ್
UNITY	ಯುನಿಟಿ
TIARA	ಟಿಯಾರಾ
DOMINIC CORK	ಡಾಮಿನಿಕ್ ಕೋರ್ಕ್
BATALWI	ಬಟಾಲ್ವಿ
Purnima	ಪೂರ್ಣಿಮಾ
DIVARATH	ದಿವರತ್
URBANA	ಅರ್ಬಾನಾ
BHINDARANWALE	ಭಿಂಡರನ್‌ವಾಲೆ
EK MASOOM	ಏಕ್ ಮಾಸೂಮ್
SANDHAAR	ಸಂಧಾರ್
FORT CARTWRIGHT	ಫೋರ್ಟ್ ಕಾರ್ಟ್‌ವ್ರಿಟ್
PREM ROG	ಪ್ರೇಮ್ ರೋಗ್
FAKHTAH	ಫಕಾತಾಹ್
LESA	ಲೆಸಾ
BHATIA	ಭಾಟಿಯಾ
SATYAMURTI	ಸತ್ಯಮೂರ್ತಿ
BANDHU	ಬಂಧು
TEJAA	ತೇಜಾ
PRIESTLEY MEDAL	ಪ್ರಿಸ್ಟ್ಲೇ ಮೆಡಲ್
BAZAAR	ಬಾಜಾರ್
SHEIKH SAID	ಶೇಖ್ ಸಾಯಿದ್
DODDA GANESH	ದೊಡ್ಡ ಗಣೇಶ್
PRUDENTIAL	ಪ್ರುಡೆನ್ಶಿಯಲ್
PRUDENTIAL	ಪ್ರುಡೆನ್ಷಿಯಲ್
Patang	ಪತಂಗ್
SHASHIPRABH	ಶಶಿಪ್ರಭ
OMAR	ಒಮರ್
DASNA	ದಸನಾ
BALRAM SHRIKRISHNA	ಬಲರಾಮ್ ಶ್ರೀಕೃಷ್ಣ
BIKRAM	ಬಿಕ್ರಂ
GODHRA JUNCTION	ಗೋಧ್ರಾ ಜಂಕ್ಷನ್
PHILANTHA	ಫಿಲಾಂತಾ
INDIKA DE SARAM	ಇಂಡಿಕಾ ಡಿಶರಂ
RAMANI	ರಮಣಿ
PURANA MANDIR	ಪುರಾನಾ ಮಂದಿರ್
AYYOOB	ಅಯೂಬ್
HITESH MODI	ಹಿತೇಶ್ ಮೋದಿ
ARIADNAH	ಆರಿಯಾಡ್ನಾ
JUAARI	ಜುವಾರಿ
SARRA	ಸರಾ
DURRAH	ದುರಾಹ್
LONDON METROPOLITAN UNIVERSITY	ಲಂಡನ್ ಮೆಟ್ರೋಪಾಲಿಟನ್ ಯುನಿವರ್ಸಿಟಿ
Anirvan	ಅನಿರ್ವಾಣ್
BRENDON BRACEWELL	ಬ್ರೆಂಡನ್ ಬ್ರೇಸ್‌ವೆಲ್
CHAR PAISE	ಚಾರ್ ಪೈಸೆ
ALPINE SKIING WORLD CUP	ಅಲ್ಪೈನ್ ಸ್ಕೀಯಿಂಗ್ ವರ್ಲ್ಡ್ ಕಪ್
KALA PATTHAR	ಕಾಲಾ ಪತ್ಥರ್
SUSHRUT	ಸುಶ್ರುತ
MASSENA	ಮಸೆನ್ನಾ
APACHE	ಅಪಾಚಿ
LIRA	ಲಿರಾ
AAGALE	ಆಗಲೇ
CHENG LANG	ಚೆಂಗ್ ಲಾಂಗ್
GUNTAKAL JUNCTION	ಗುಂತಕಲ್ ಜಂಕ್ಷನ್
Tulasidas	ತುಳಸೀದಾಸ್
CIRA	ಸಿರಾ
BOOMPS-A-DAISY	ಬೂಮ್‌ಪ್ಸ್-ಎ-ಡೈಸಿ
FRANCE	ಫ್ರಾನ್ಸ್
RITI	ರಿತಿ
TAMATHA	ತಮಾತಾ
ODIN	ಒಡಿನ್
ABDUL ADL	ಅಬ್ದುಲ್ ಅದಲ್
ADHIKAR	ಅಧಿಕಾರ್
FURQAN	ಫುರ್ಖಾನ್
AVIVA	ಅವಿವಾ
NASEER	ನಾಸಿರ್
BRISTOL CHANNEL FORT	ಬ್ರಿಸ್ಟಲ್ ಚಾನಲ್ ಫೋರ್ಟ್
GHAARE	ಘಾರೆ
Pepper	ಪೆಪ್ಪರ್
ADHIWAR	ಅಧಿವರ್
LIVETT	ಲಿವೆಟ್
SAGARIKA	ಸಾಗರಿಕಾ
CAYENNE	ಕೇಯ್ನೆ
UTSA	ಉತ್ಸಾ
BAIDU.COM	ಬಾಯ್ದು.ಕಾಂ
DEWAS	ದೇವಾಸ್
BAIDYANATHDHAM	ಬೈದ್ಯನಾಥಮ್
SHANTON	ಶೆಂಟನ್
HAMARI KISMAT	ಹಮಾರಿ ಕಿಸ್ಮತ್
MUNQAD	ಮುಂಖಾದ್
RASIKA	ರಸಿಕಾ
CADY	ಕೇಡಿ
TAJ	ತಾಜ್
UROOJ	ಉರೂಜ್
ABDUL HADI	ಅಬ್ದುಲ್ ಹದೀ
WAR OF THE GRAND ALLIANCE	ವಾರ್ ಆಫ್ ದಿ ಗ್ರಾಂಡ್ ಅಲಯನ್ಸ್
Bhilad	ಭಿಲಾದ್
SABAHAT	ಸಬಾಹತ್
GYARA HAZAR LADKIYAN	ಗ್ಯಾರಾ ಹಜಾರ್ ಲಡಕಿಯಾ
Ihtiram	ಇತ್ತಿರಂ
Kevalkumar	ಕೇವಲ್‌ಕುಮಾರ್
ALAUDDIN ALI AHMED SABIR KALYARI	ಅಲಾವುದ್ದೀನ್ ಅಲಿ ಅಹಮದ್ ಸಬೀರ್
MILL MAZDOOR	ಮಿಲ್ ಮಜದೂರ್
IJAZ FAQIH	ಇಜಾಜ್ ಫಕೀ
DONNAN	ಡೊನ್ನನ್
CAROLYN	ಕರೋಲಿನ್
Giri	ಗಿರಿ
BAALAMANI	ಬಾಲಮಣಿ
FORT ASSINIBOINE	ಫೋರ್ಟ್ ಆಸಿನ್‌ಬೊಯ್ನಿ
KUSUMLATA	ಕುಸುಮಲತಾ
ABHAIPUR	ಅಭಯ್‌ಪುರ್
SRIVILLIPUTTUR	ಶ್ರೀವಿಲ್ಲಿಪುತ್ತೂರು
DIL KA HEERA	ದಿಲ್ ಕಾ ಹೀರಾ
SNEHAA	ಸ್ನೇಹಾ
VAAGHMARE	ವಾಘಮಾರೆ
Darke	ಡಾರ್ಕೆ
GRAHAN	ಗ್ರಹಣ್
AGHARR	ಅಗರ್
DHANA KHERLI	ಧಾನಾ ಖೆರಲೀ
ANKAHEE	ಅನಕಹೀ
Haskell	ಹ್ಯಾಸ್ಕೆಲ್
ANUPPUR JUNCTION	ಅನುಪುರ್ ಜಂಕ್ಷನ್
RICHARD JONES	ರಿಚರ್ಡ್ ಜೋನ್ಸ್
Lawrencia	ಲಾರೆನ್ಸಿಯಾ
AHZAB	ಅಹ್ಜಾಬ್
GURUDWARA BIBEKSAR	ಗುರುದ್ವಾರ ಬಿಬೇಕ್‌ಸರ್
JAYITA	ಜಯಿತಾ
Sidhdheshvar	ಸಿದ್ಧೇಶ್ವರ್
LUCY	ಲೂಸಿ
POLICE STATION	ಪೊಲೀಸ್ ಸ್ಟೇಶನ್
Attawal	ಅಟಾವಲ್
SUNAHARAA	ಸುನಹರಾ
PRINCE GEORGE CHRISTIAN	ಪ್ರಿನ್ಸ್ ಜಾರ್ಜ್ ಕ್ರಿಶ್ಚಿಯನ್
RAQUETBALL	ರಾಕೆಟ್‌ಬಾಲ್
MERLIN	ಮೆರ್ಲಿನ್
MAHAABHUJ	ಮಹಾಭುಜ್
LAVENDER	ಲಾವೆಂಡರ್
KESLER	ಕೆಸ್ಲರ್
BUDDHIST HALL FORT	ಬುದ್ದಿಸ್ಟ್ ಹಾಲ್ ಫೋರ್ಟ್
CUTLER	ಕಟ್ಲರ್
NEAGLE	ನೀಗಲ್
BAHADUR KISAN	ಬಹಾದೂರ್ ಕಿಸಾನ್
Biradhwal	ಬಿರಾಧವಾಲ್
TAVSE	ತಾವ್ಸೆ
KIMBER	ಕಿಂಬರ್
ANANTRUP	ಅನಂತ್‌ರೂಪ್
KODASALLI DAM	ಕೊಡಸಲ್ಲಿ ಡ್ಯಾಮ್
LELE	ಲೆಲೆ
DURAFE	ದುರಾಫೆ
ALPHONSE	ಅಲ್ಫೋನ್ಸ್
CHIRANTAN	ಚಿರಂತನ್
ABHISHEK	ಅಭಿಷೇಕ್
SHAMBHU	ಶಂಭೂ
MAISIE	ಮೈಸಿ
ABDUL MUHAAYMIN	ಅಬ್ದುಲ್ ಮುಹಾಯಮೀನ್
NANWAN	ನನವಾನ್
GERTRUDE	ಗರ್ಟರೂಡ್
LUANA	ಲುವಾನಾ
GUITARRON	ಗಿಟಾರೊನ್
GOLDSMITH BOOK PRIZE	ಗೋಲ್ಡ್‌ಸ್ಮಿತ್ ಬುಕ್ ಪ್ರೈಜ್
HIS CHURCH WORLD OUTREACH CENTER	ಹಿಸ್ ಚರ್ಚ್ ವರ್ಲ್ಡ್ ಔಟ್‌ರೀಚ್ ಸೆಂಟರ್
TERI MEHARBANIYAN	ತೇರಿ ಮೆಹರಬಾನಿಯಾ
RESOURCES	ರಿಸೋರ್ಸಸ್
BHOOLA BHATKA	ಭೂಲ್ ಭಟಕಾ
CRANFIELD UNIVERSITY	ಕ್ರಾನ್ ಫೀಲ್ಡ್ ಯುನಿವರ್ಸಿಟಿ
NADEEM GHAURI	ನದೀಂ ಘೋರಿ
SIENNA	ಸಿಯೆನಾ
TOTAL	ಟೋಟಲ್
KATHA	ಕಥಾ
AALHAD	ಆಲ್ಹಾದ್
Kasam	ಕಸಮ್
KANOON MERI MUTTHI MEIN	ಕಾನೂನ್ ಮೇರಿ ಮುಟ್ಠಿ ಮೆ
ITNI SI BAAT	ಇತನೀ ಸೀ ಬಾತ್
LANGLEY	ಲ್ಯಾಂಗ್ಲೆ
YOGRAJ SINGH	ಯೋಗರಾಜ್ ಸಿಂಗ್
SOLENT	ಸೋಲೆಂಟ್
PHILIPPA	ಪಿಲಿಪ್ಪಾ
HA HA HE HE HO HO	ಹಾ ಹಾ ಹಿ ಹಿ ಹು ಹೂ
KELVINGROVE ART GALLERY AND MUSEUM	ಕೆಲ್ವಿಂಗ್ರೋವ್ ಆರ್ಟ್ ಗ್ಯಾಲರಿ ಅಂಡ್ ಮ್ಯೂಸಿಯಂ
TITUS	ಟಿಟೂಸ್
SARBANI	ಸರ್ಬಾನಿ
Constantine	ಕಾನ್ಸ್ಟಂಟೈನ್
BALAJI TELEFILM	ಬಾಲಾಜಿ ಟೆಲಿಫಿಲ್ಮ್
MERA SAYA	ಮೇರಾ ಸಾಯಾ
AUGUSTIN	ಆಗಸ್ಟಿನ್
DEVAJYOTI	ದೇವಜ್ಯೋತಿ
WAY KAMBAS	ವೇ ಕಾಂಬಾಸ್
KAMYAB	ಕಾಮ್ಯಾಬ್
YEH NAZDIKIYAN	ಯೇ ನಜದೀಕಿಯಾ
KHUSHEE	ಖುಷೀ
SHAARANGEE	ಶಾರಂಗೀ
LA FAYETTE	ಲಾ ಫಯಿಟಿ
PIRATENPRISET	ಪಿರಾಟೆನ್‌ಪ್ರಿಸೆಟ್
TOULOUSE-BLAGNAC	ಟೂಲೌಸ್-ಬ್ಲಾಗ್ನಾಕ್
FLYNN	ಫ್ಲಿನ್
RAWAHAH	ರವಾಹಾ
STEFAN	ಸ್ಟೀಫನ್
NAJMEDDIN RAZI	ನಜ್ಮೆದ್ದೀನ್ ರಾಜಿ
KHUZAMAH	ಖುಜಾಮಾ
Pavitr	ಪವಿತ್ರ
LELIA	ಲಿಲಿಯಾ
GLYNNIS	ಗ್ಲೆನ್ನಿಸ್
CHA CHA CHA	ಚಾ ಚಾ ಚಾ
AYYAPPAN	ಅಯ್ಯಪ್ಪನ್
RANDY	ರೇಂಡಿ
MORT	ಮೋರ್ಟ್
BRAZZAVILLE	ಬ್ರಾಝಾವಿಲ್ಲೆ
CORT	ಕಾರ್ಟ್
EK NAYA ITIHAAS	ಏಕ್ ನಹಾ ಇತಿಹಾಸ್
MUNEER	ಮುನೀರ್
GLYNN	ಗ್ಲೆನ್
LARRY	ಲ್ಯಾರಿ
GORESUAR	ಗೊರೆಸುವರ್
DUNCAN	ಡಂಕನ್
DUNCAN	ಡನ್‌ಕನ್
DUNCAN	ಡನ್‌ಕೆನ್
LUKOIL	ಲುಕಾಯಿಲ್
BALMER LAWRIE	ಬಾಲ್ಮೆರ್ ಲಾರೀ
LESLIE	ಲೆಸ್ಲಿ
LAKE DISTRICT	ಲೇಕ್ ಡಿಸ್ಟ್ರಿಕ್ಟ್
TRIMBAKESHWAR	ತ್ರಿಂಬಕೇಶ್ಕರ್
DHALESHWARI	ಧಾಲೇಶ್ವರಿ
NAKODAR	ನಕೋದರ್
KOYNA DAM	ಕೋಯ್ನಾ ಡ್ಯಾಮ್
PYAR KI MAAR	ಪ್ಯಾರ್ ಕಿ ಮಾರ್
SIVNI	ಸಿವ್ನಿ
JAILAKSHMI	ಜಯಲಕ್ಷ್ಮಿ
Mrigendra	ಮೃಗೇಂದ್ರ
BOKARO STEEL CITY	ಬೊಕಾರೊ ಸ್ಟೀಲ್ ಸಿಟಿ
Raamateke	ರಾಮಟೇಕ್
Mahaamantree	ಮಹಾಮಂತ್ರಿ
Dabhade	ದಾಭಾಡೆ
BANDHAN	ಬಂಧನ್
PALLAV	ಪಲ್ಲವ್
AEROBICS	ಏರೋಬಿಕ್ಸ್
Jaggu	ಜಗ್ಗು
CLAUDIA	ಕ್ಲಾಡಿಯಾ
FORT BATTLEFORD	ಫೋರ್ಟ್ ಬ್ಯಾಟಲ್‌ಫೋರ್ಡ್
SOOD	ಸೂದ್
AL PACINO	ಅಲ್ ಪಸಿನೋ
NELIA	ನೆಲಿಯಾ
RIONA	ರಿಯೋನಾ
BOBBY	ಬಾಬೀ
SKINNER	ಸ್ಕಿನ್ನರ್
SAGAR KI KANYA	ಸಾಗರ್ ಕಿ ಕನ್ಯಾ
BANDA NAWAZ	ಬಂದಾ ನವಾಜ್
Tawang	ಟವಾಂಗ್
VRASHTI	ವೃಷ್ಠಿ
XARLES	ಜಾರ್ಲೆಸ್
AKHTAR	ಅಖ್ತರ್
BHIMA	ಭೀಮಾ
IZHAR	ಇಜಾರ್
RAMPRATAP	ರಾಮಪ್ರತಾಪ್
NICOLE BROWN SIMPSON	ನಿಕೋಲ್ ಬ್ರೌನ್ ಸಿಂಪ್ಸನ್
RAJAN	ರಾಜನ್
SILVER	ಸಿಲ್ವರ್
MIRARI	ಮಿರರಿ
AMBARISH	ಅಂಬರೀಶ್
PAL DO PAL KA SATH	ಪಲ್ ದೊ ಪಲ್ ಕಾ ಸಾತ್
EHRENBREITSTEIN	ಎಹ್ರೆನ್‌ಬ್ರೆಸ್ಟಿನ್
SUCHIRA	ಸುಚಿತ್ರಾ
QALANDAR BABA AULIYA	ಖಲಂದರ್ ಬಾಬಾ ಔಲಿಯಾ
SHAHZADA	ಶಹಜಾದಾ
Sal	ಸಲ್
UPPER FORT GARRY	ಅಪ್ಪರ್ ಫೋರ್ಟ್ ಗ್ಯಾರಿ
VEDVALLI	ವೇದವಲ್ಲಿ
DHODRA MOHAR	ಧೋದ್ರಾ ಮೊಹರ್
INDIAN INTERNATIONAL SCHOOL	ಇಂಡಿಯನ್ ಇಂಟರ್‌ನ್ಯಾಶನಲ್ ಸ್ಕೂಲ್
NAWANSHAHR	ನವಾಶಹರ್
EVERETT	ಎವರೆಟ್
Zelda	ಜೆಲ್ಡಾ
BEGHAM	ಬೇಗಂ
SURUCHI	ಸುರುಚಿ
UNITED KINGDOM	ಯುನೈಟೆಡ್ ಕಿಂಗ್‌ಡಂ
IDAHO	ಇಡಾಹೊ
GRIZELDA	ಗ್ರಿಜೆಲ್ಡಾ
CHANDRASHEKHAR	ಚಂದ್ರಶೇಖರ
CHANDRASHEKHAR	ಚಂದ್ರಶೇಖರ್
DELIA	ದೆಲಿಯಾ
CAPE HORN	ಕೇಪ್ ಹಾರ್ನ್
BHAT	ಭಟ್
LOGIE AWARD	ಲಾಗಿ ಅವಾರ್ಡ್
FORT BRAGG	ಫೋರ್ಟ್ ಬ್ರ್ಯಾಗ್
ICE SKATING	ಐಸ್ ಸ್ಕೇಟಿಂಗ್
KAMLA	ಕಮಲಾ
TWENSANG	ಟ್ವೆನ್ಸಾಂಗ್
SERRA DO CIPO	ಸೆರಾ ಡೊ ಸಿಪೊ
KHATTAR	ಖಟ್ಟರ್
LICIA	ಲಿಸಿಯಾ
EK THA LADKA	ಏಕ್ ಥಾ ಲಡಕಾ
AFGHANI	ಅಫ್ಘಾನಿ
SHAY	ಶೆ
JAYASI	ಜಾಯಸೀ
KEVIN DUERS	ಕೆವಿನ್ ಡ್ಯುಯರ್ಸ್
